Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;Qtd. Cartuchos;Data Programada;Status
10/12/2007;C07120000897;1;BANCO ITAU S. A.                        ;100;;Em espera de Aprovação
10/12/2007;C07120000978;1;BANCO ITAU S. A.                        ;50;;Em espera de Aprovação
10/12/2007;C07120001354;1;BANCO ITAU S. A.                        ;60;;Em espera de Aprovação
12/12/2007;C07120005260;1;BANCO ITAU S. A.                        ;100;;Em espera de Aprovação
12/12/2007;C07120005341;1;BANCO ITAU S. A.                        ;50;;Em espera de Aprovação
12/12/2007;C07120005422;1;BANCO ITAU S. A.                        ;70;;Em espera de Aprovação
12/12/2007;C07120005503;1;BANCO ITAU S. A.                        ;45;;Em espera de Aprovação
12/12/2007;C07120005694;1;BANCO ITAU S. A.                        ;66;;Em espera de Aprovação
12/12/2007;C07120005775;1;BANCO ITAU S. A.                        ;44;;Em espera de Aprovação
12/12/2007;C07120005856;1;BANCO ITAU S. A.                        ;55;;Em espera de Aprovação
12/12/2007;C07120005937;1;BANCO ITAU S. A.                        ;55;;Em espera de Aprovação
12/12/2007;C07120006070;1;BANCO ITAU S. A.                        ;63;;Em espera de Aprovação
