Data Solicitação;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria
10/09/2007;M07090007155;1;CONTEC INFORMATICA LTDA                 ;SP;200;---;---
12/09/2007;M07090008801;3;PONTO  COLETA MIRACULA;SP;700;---;---
12/09/2007;M07090009018;3;PONTO  COLETA MIRACULA;SP;500;---;---
12/09/2007;M07090009280;3;PONTO  COLETA MIRACULA;SP;500;---;---
12/09/2007;M07090009441;3;PONTO  COLETA MIRACULA;SP;500;---;---
12/09/2007;M07090010105;3;PONTO  COLETA MIRACULA;SP;400;---;---
12/09/2007;M07090011853;3;PONTO  COLETA MIRACULA;SP;400;---;---
17/09/2007;M07090014950;3;PONTO  COLETA MIRACULA;SP;500;---;---
17/09/2007;M07090015093;3;PONTO  COLETA MIRACULA;SP;400;---;---
17/09/2007;M07090015689;3;PONTO  COLETA MIRACULA;SP;700;---;---
17/09/2007;M07090015760;3;PONTO  COLETA MIRACULA;SP;500;---;---
17/09/2007;M07090019404;3;PONTO  COLETA MIRACULA;SP;400;---;---
18/09/2007;M07090021301;1;CONTEC INFORMATICA LTDA                 ;SP;360;---;---
21/09/2007;M07090023274;3;PONTO  COLETA MIRACULA;SP;700;---;---
