Data Solicitacao;Data Aprovacao;Data Programada;Data Recebimento;Numero Solicitacao;Cod Cliente;Razao Social;UF Cliente;Qtd. Cartuchos;Cod. Categoria;Desc. Categoria;Transportadora;Status
05/05/2014;;;;C14050001019;;;;10;;;;Em espera de Aprovação
04/15/2014;04/15/2014;04/16/2014;04/29/2014;C14040006123;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/24/2014;04/25/2014;04/29/2014;05/26/2014;C14040009220;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/13/2014;02/14/2014;02/18/2014;04/02/2014;C14020007124;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/05/2014;03/07/2014;;;C14030000408;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/05/2014;03/07/2014;;;C14030000580;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2014;03/12/2014;;;C14030002877;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2014;03/12/2014;;;C14030002958;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;DF;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/24/2014;03/24/2014;;;C14030007593;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
03/24/2014;03/24/2014;;;C14030007674;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
05/12/2014;05/12/2014;05/12/2014;07/21/2014;C14050004115;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/19/2014;05/20/2014;05/20/2014;07/21/2014;C14050008102;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2014;06/09/2014;06/09/2014;07/24/2014;C14060004665;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/09/2014;;;;C14060005980;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
07/07/2014;07/08/2014;07/08/2014;08/06/2014;C14070002657;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/29/2014;07/30/2014;07/31/2014;08/27/2014;C14070013500;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/07/2014;08/07/2014;08/10/2014;08/27/2014;C14080002773;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/25/2014;08/25/2014;08/25/2014;10/01/2014;C14080008038;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/15/2014;09/15/2014;09/23/2014;10/28/2014;C14090006100;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/23/2014;09/23/2014;09/30/2014;10/27/2014;C14090008820;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/30/2014;10/01/2014;10/07/2014;10/28/2014;C14090011295;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/13/2014;10/14/2014;10/17/2014;10/28/2014;C14100006884;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/30/2014;10/31/2014;10/31/2014;12/02/2014;C14100014399;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/17/2014;11/18/2014;11/19/2014;12/29/2014;C14110006062;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/04/2014;12/05/2014;;;C14120001977;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
12/23/2014;12/26/2014;;;C14120010453;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
01/22/2013;01/23/2013;01/28/2013;02/21/2013;C13010006879;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/04/2013;02/05/2013;02/06/2013;02/25/2013;C13020000520;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/01/2013;03/04/2013;;;C13030000485;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/25/2013;03/26/2013;03/29/2013;04/12/2013;C13030008702;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/23/2013;04/24/2013;04/30/2013;06/03/2013;C13040008314;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/06/2013;05/07/2013;05/13/2013;06/03/2013;C13050001932;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2013;06/06/2013;06/11/2013;06/28/2013;C13060001978;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/20/2013;06/20/2013;06/26/2013;08/07/2013;C13060006180;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/15/2013;07/16/2013;07/22/2013;08/02/2013;C13070005496;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/29/2013;07/30/2013;08/05/2013;;C13070010066;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
08/13/2013;08/14/2013;08/20/2013;08/27/2013;C13080005340;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/26/2013;;;;C13080009761;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/26/2013;;;;C13080009842;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/26/2013;08/27/2013;;;C13080009923;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;;;;C13080010000;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/28/2013;08/29/2013;;;C13080013955;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
09/10/2013;09/11/2013;09/23/2013;09/23/2013;C13090002956;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/23/2013;09/24/2013;09/27/2013;10/16/2013;C13090006781;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/10/2013;10/10/2013;10/11/2013;10/29/2013;C13100003097;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
10/24/2013;10/25/2013;10/30/2013;12/03/2013;C13100007912;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/19/2013;11/21/2013;11/22/2013;01/13/2014;C13110006129;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
