C17020002461;07042017;45536521;32
C17020002461;07042017;45536522;49
C17020002461;07042017;45536523;37
C17020002461;07042017;45536537;20
C17020002461;07042017;44574301;54
C17020002461;07042017;44574317;60
C17020002461;07042017;45531212;6
C17020002461;07042017;45531122;11
C17020002461;07042017;45456301;13
C17020002461;07042017;44318501;8
C17020002461;07042017;44318503;20
C17020002461;07042017;44318504;19
C17020002461;07042017;45103726;28
C17020002461;07042017;45103728;36
C17020002461;07042017;45103725;15
C17020002461;07042017;45103727;20
