C15100009903;06112015;44574301;19
C15100009903;06112015;45460501;5
C15100009903;06112015;45435101;9
C15100009903;06112015;44315128;3
C15100009903;06112015;43449025;2
C15100009903;06112015;44472201;1
C15100009903;06112015;45456301;1
C15100009903;06112015;44064014;9
C15100009903;06112015;44064013;5
C15100009903;06112015;44064015;6
C15100009903;06112015;44064016;12
C15100009903;06112015;44917601;18
C15100009903;06112015;43979001;14
C15100009903;06112015;44315343;3
C15100009903;06112015;44315341;6
C15100009903;06112015;44315342;8
C15100009903;06112015;44315344;9
C15100009903;06112015;44318602;5
C15100009903;06112015;44318601;2
C15100009903;06112015;44318603;4
C15100009903;06112015;44318604;1
C15100009903;06112015;44059110;1
C15100009903;06112015;44059109;2
C15100009903;06112015;44059111;4
C15100009903;06112015;44059112;2
