C17040001975;10052017;44469801;20
C17040001975;10052017;44315344;10
C17040001975;10052017;44059110;6
C17040001975;10052017;44059112;6
C17040001975;10052017;44059215;7
C17040001975;10052017;44059214;10
C17040001975;10052017;44059111;9
C17040001975;10052017;43324401;10
C17040001975;10052017;43324404;13
C17040001975;10052017;43324402;17
C17040001975;10052017;44469703;25
C17040001975;10052017;44469702;14
C17040001975;10052017;44469701;14
C17040001975;10052017;44064014;6
C17040001975;10052017;44064015;9
C17040001975;10052017;42918981;4
C17040001975;10052017;44315127;5
C17040001975;10052017;44318504;10
